DOG NAME_x,LINK,SEX,AGE,WEIGHT,BREED MIXES_x,COLOR,DOGS IN HOME,CATS,KIDS,MEDICAL NOTES,month,year,ID,STATUS,BEHAVIORAL NOTES,BS/W,FOSTER HOME,TRANSPORT DATE,ALTERED,HW,FT,C,Date of Birth,Adopted On,MIX_x,AGE MEASURE,SECONDARY BREED_x,SPAYED/NEUTERED,COLOR_FIXED,multi_color,num_colors,contains_black,contains_white,contains_yellow,WEIGHT2,Age at Adoption (days),DOG NAME_y,BREED MIXES_y,SECONDARY BREED_y,MIX_y,BREED_MIXES_FIXED,is_retriever,is_shepherd,is_other_breed,MIX_FIXED,MIX_BOOL
Java (3 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16746645&key=Mqr6gy1W,Female,4.5 months (A/O 4/26),17.60lbs,Shepherd,White / Brown,YES,,,Treated for sarcoptic mange; street rescue,May,2020,PRCO-FD-21-0895,COMPLETED,Puppy Screen,,,5/11/2021 0:00,Altered,4/26/2021 0:00,4/26/2021 0:00,,2020-12-14,2021-05-24,,,,,"white, brown",1.0,2.0,0.0,1.0,0.0,17.6,161.0,Java (3 shots),Shepherd,,,Shepherd,0.0,1.0,0.0,,0.0
Lupin (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16809830&key=Mqr6gy1W,Male,4 months,22.00lbs,Border Collie,Brown & White,YES,,,S/N: 8/1/21,May,2020,FLRN-MD-21-0998,COMPLETED,Puppy screen,,,5/21/2021 0:00,Unaltered,5/15/2021 0:00,5/22/2021 0:00,,2021-02-04,2021-05-24,,,,,"brown, white",1.0,2.0,0.0,1.0,0.0,22.0,109.0,Lupin (2 shots),Border Collie,,,Border Collie,0.0,0.0,1.0,,0.0
Millie (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16770904&key=Mqr6gy1W,Female,2-3 years,30.00lbs,Terrier,Fawn & White,YES,NO,,HW treated 5/3,May,2020,FLRN-FD-21-0928,COMPLETED,Walks alone not enough (needs running or playtime); HW Treated,,,5/15/2021 0:00,Altered,4/15/2021 0:00,5/15/2021 0:00,,2019-05-08,,,,,,"fawn, white",1.0,2.0,0.0,1.0,0.0,30.0,940.0,Millie (HW),Terrier,,,Terrier,0.0,0.0,1.0,,0.0
Mimi (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16772690&key=Mqr6gy1W,Female,1 months,5.00lbs,Basset Hound,Fawn,YES,,,S/N: 9/16/2021,May,2020,FLRN-FD-21-0930,COMPLETED,Puppy screen,,,5/15/2021 0:00,Unaltered,4/20/2021 0:00,5/15/2021 0:00,,2021-03-16,2021-05-25,,,,,fawn,0.0,1.0,0.0,0.0,0.0,5.0,70.0,Mimi (2 shots),Basset Hound,,,Basset Hound,0.0,0.0,1.0,,0.0
Spring Azalea (2 shots),,Female,7 weeks,8.00lbs,Australian Shepherd,,YES,,,S/N: 9/24/21,May,2020,FLRN-FD-21-0974,COMPLETED,Puppy screen,,,5/15/2021 0:00,Unaltered,5/1/2021 0:00,5/15/2021 0:00,,2021-03-24,2021-05-24,,,,,,,,,,,8.0,61.0,Spring Azalea (2 shots),Australian Shepherd,,,Australian Shepherd,0.0,1.0,0.0,,0.0
Carl,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16796399&key=Mqr6gy1W,Male,5 months,30.00lbs,Retriever,Tan,YES,,,,May,2020,FLRN-MD-21-1000,COMPLETED,Older puppy screen,,,5/21/2021 0:00,Altered,5/15/2021 0:00,5/21/2021 0:00,,2020-12-17,,,,,,tan,0.0,1.0,0.0,0.0,1.0,30.0,351.0,Carl,Retriever,,,Retriever,1.0,0.0,0.0,,0.0
Camden,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16680731&key=Mqr6gy1W,Male,7 months,30.00lbs,Border Collie / Pointer Mix,Brown & White,YES,,,"4/13/21 - reverse sneezing treated with Benadryl x 3 days, resolved.",May,2020,FLRN-MD-21-0675,COMPLETED,Older Puppy Screen,,,4/10/2021 0:00,Altered,4/2/2021 0:00,4/10/2021 0:00,,2020-10-04,2021-05-29,,,,,"brown, white",1.0,2.0,0.0,1.0,0.0,30.0,237.0,Camden,Border Collie / Pointer Mix,,,"Border Collie, Pointer Mix",0.0,0.0,1.0,Mix,1.0
Deloris (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16706605&key=Mqr6gy1W,Female,1 years,38.00lbs,Labrador Retriever,Black,YES,,,HW treated 4/26; 5/23/21 - started on joint supplements for weakness in her gait. needs to gain weight (~5-7lbs) should help with strength. also going to slowly reintroduce exercise post HW treatment,May,2020,FLRN-FD-21-0913,COMPLETED,Walks alone not enough (needs running or playtime); HW Treated,,,5/15/2021 0:00,Altered,4/15/2021 0:00,5/15/2021 0:00,,2020-04-14,2021-05-29,,,,,black,0.0,1.0,1.0,0.0,0.0,38.0,410.0,Deloris (HW),Labrador Retriever,,,Labrador Retriever,1.0,0.0,0.0,,0.0
Elvis (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16743239&key=Mqr6gy1W,Male,5 years,26.00lbs,Beagle,Black,YES,,,Broken canine; HW Treated,May,2020,FLRN-MD-21-1005,COMPLETED,Walks alone not enough (needs running or playtime); caution on apartment due to breed; HW Treated,,,5/21/2021 0:00,Altered,5/1/2021 0:00,5/22/2021 0:00,,2016-04-28,2021-05-30,,,,,black,0.0,1.0,1.0,0.0,0.0,26.0,1858.0,Elvis (HW),Beagle,,,Beagle,0.0,0.0,1.0,,0.0
Nova,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16787478&key=Mqr6gy1W,Female,1 year,35.00lbs,Cattle Dog,Black & White,NO,,NO,,May,2020,OTHR-FD-21-0999,COMPLETED,Walks alone not enough (needs running or playtime); no kids under 15 and no dogs in the home due to resource guarding; can be around dogs on or off leash outsdie the home (dog parks & daycare OK); high energy!,,Rehome for not getting along with resident dog anymore,,,,,,2020-05-13,2021-05-29,,,,,"black, white",1.0,2.0,1.0,1.0,0.0,35.0,381.0,Nova,Cattle Dog,,,Cattle Dog,0.0,0.0,1.0,,0.0
Sawyer,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16796180&key=Mqr6gy1W,Male,5 months,24.00lbs,Labrador Retriever,Yellow,YES,,,,May,2020,FLRN-MD-21-1015,COMPLETED,Older puppy screen,,,5/21/2021 0:00,Altered,5/1/2021 0:00,5/22/2021 0:00,,2020-12-17,,,,,,yellow,0.0,1.0,0.0,0.0,1.0,24.0,351.0,Sawyer,Labrador Retriever,,,Labrador Retriever,1.0,0.0,0.0,,0.0
Victor,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16741584&key=Mqr6gy1W,Male,1 years,45.00lbs,Labrador Retriever,Tan,YES,,,,May,2020,BCAF-MD-21-0831,COMPLETED,Walks alone not enough (needs running or playtime);,,,4/30/2021 0:00,Altered,4/14/2021 0:00,4/14/2021 0:00,,2020-04-28,2021-08-09,,,,,tan,0.0,1.0,0.0,0.0,1.0,45.0,468.0,Victor,Labrador Retriever,,,Labrador Retriever,1.0,0.0,0.0,,0.0
Wags (3 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16770713&key=Mqr6gy1W,Female,2 months,12.00lbs,Shepherd / Labrador Retriever Mix,Black & White,YES,,,,May,2020,FLRN-FD-21-0940,COMPLETED,Puppy screen,,,5/15/2021 0:00,Altered,4/15/2021 0:00,5/15/2021 0:00,,,2021-05-29,,,,,"black, white",1.0,2.0,1.0,1.0,0.0,12.0,,Wags (3 shots),Shepherd / Labrador Retriever Mix,,,"Shepherd, Labrador Retriever Mix",1.0,1.0,0.0,Mix,1.0
Roxy,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16748459&key=Mqr6gy1W,Female,1 years,23.60lbs,Shepherd,Tri color,YES,,,,May,2020,PRCO-FD-21-0898,M&G APPROVED,Walks alone not enough (needs running or playtime);,,,5/11/2021 0:00,Altered,5/3/2021 0:00,3/23/21 B,,2020-04-29,2021-05-16,,,,,tri color,1.0,3.0,0.0,0.0,0.0,23.6,382.0,Roxy,Shepherd,,,Shepherd,0.0,1.0,0.0,,0.0
Dixie,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16649625&key=Mqr6gy1W,Female,5 years,65.00lbs,Border Collie / Labrador Retriever Mix,Black & White,YES,,,,Apr,2020,FLRN-FD-21-0567,COMPLETED,Walks alone not enough (needs running or playtime); second dog required; no kids under 12 due to shyness,,,3/27/2021 0:00,Altered,3/15/2021 0:00,3/27/2021 0:00,,2016-03-23,2021-04-02,,,,,"black, white",1.0,2.0,1.0,1.0,0.0,65.0,1836.0,Dixie,Border Collie / Labrador Retriever Mix,,,"Border Collie, Labrador Retriever Mix",1.0,0.0,0.0,Mix,1.0
Flor (3 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16631984&key=Mqr6gy1W,Female,3.5 months,6.80lbs,Terrier,Tan,YES,,,S/N: 6/1/21,Apr,2020,PRCO-FD-21-0555,COMPLETED,Puppy screen,,,3/23/2021 0:00,Unaltered,3/2/2021 0:00,3/2/2021 0:00,,2020-12-10,2021-04-03,,,,,tan,0.0,1.0,0.0,0.0,1.0,6.8,114.0,Flor (3 shots),Terrier,,,Terrier,0.0,0.0,1.0,,0.0
Grady,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16464783&key=Mqr6gy1W,Male,10 months,40.00lbs,Shepherd,Tan,YES,,LIVES WITH,"3/11 - Nail bed infection treated with Cephalexin x 7 days, resolved",Apr,2020,FLRN-MD-21-0183,COMPLETED,Walks alone not enough (needs running or playtime); Lives with kids,,"From foster verbatim: ""working on walking on a leash, ""down"" from a sit, ""wait"" at the door, and still needing to whine it out at bedtime, specifically in the middle of the night""; exercise is 1 longer walk ~25 minutes; 3-5 intentional training sessions, lots of kids running with him all around the yard and taking 1-2 additional walks 15-20 min throughout the day;",Born: 10/31/2020,Altered,1/16/2021 0:00,1/30/2021 0:00,,2020-03-25,2021-02-04,,,,,tan,0.0,1.0,0.0,0.0,1.0,40.0,316.0,Grady,Shepherd,,,Shepherd,0.0,1.0,0.0,,0.0
Molly,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16632072&key=Mqr6gy1W,Female,1 years,44.00lbs,Shepherd,Tri-color,YES,,,,Apr,2020,FLRN-FD-21-0535,COMPLETED,Walks alone not enough (needs running or playtime);,,,3/20/2021 0:00,Altered,3/16/2021 0:00,3/20/2021 0:00,,2020-03-14,2021-04-03,,,,,tri-color,1.0,3.0,0.0,0.0,0.0,44.0,385.0,Molly,Shepherd,,,Shepherd,0.0,1.0,0.0,,0.0
Ned (2 shots),,Male,9 weeks,6.00lbs,Chihuahua,Chocolate,YES,,,S/N: 7/15/21,Apr,2020,FLRN-MD-21-0593,COMPLETED,Puppy screen,,,3/27/2021 0:00,Unaltered,3/15/2021 0:00,3/27/2021 0:00,,2021-01-20,2021-04-02,,,,,chocolate,0.0,1.0,0.0,0.0,0.0,6.0,72.0,Ned (2 shots),Chihuahua,,,Chihuahua,0.0,0.0,1.0,,0.0
Nerd (2 shots),,Male,9 weeks,6.00lbs,Chihuahua,Black,YES,,,S/N: 7/15/21,Apr,2020,FLRN-MD-21-0594,COMPLETED,Puppy screen,,,3/27/2021 0:00,Unaltered,3/15/2021 0:00,3/27/2021 0:00,,2021-01-20,2021-04-01,,,,,black,0.0,1.0,1.0,0.0,0.0,6.0,71.0,Nerd (2 shots),Chihuahua,,,Chihuahua,0.0,0.0,1.0,,0.0
Ophelia (2 shots),,Female,8 weeks,5.40lbs,Lab / Beagle Mix,White,YES,,,S/N: 7/25/2021,Apr,2020,FLRN-FD-21-0595,COMPLETED,Puppy screen,,,3/27/2021 0:00,Unaltered,3/15/2021 0:00,3/27/2021 0:00,,2021-01-29,2021-04-01,,,,,white,0.0,1.0,0.0,1.0,0.0,5.4,62.0,Ophelia (2 shots),Lab / Beagle Mix,,,"Lab, Beagle Mix",1.0,0.0,0.0,Mix,1.0
Peanut,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16596926&key=Mqr6gy1W,Male,1 years,70.50lbs,Catahoula,Tan Brindle,YES,,LIVES WITH,3/29 - UTI treated with Clavamox x 7 days -- FOSTER DECLINED TO START,Apr,2020,AUPA-MD-21-0420,COMPLETED,Walks alone not enough (needs running or playtime); Living with kids,,Lives with a 12 year old; hasn't gone to the dog park yet but loves running in the fenced in backyard; does great in the crate; started out with some pacing the first few days but slowly settling in,3/5/2021 0:00,Altered,2/26 R,2/26/2021 0:00,,2020-03-04,2021-04-03,,,,,tan brindle,0.0,1.0,0.0,0.0,1.0,70.5,395.0,Peanut,Catahoula,,,Catahoula,0.0,0.0,1.0,,0.0
Samuel,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16650350&key=Mqr6gy1W,Male,6 months,40.00lbs,Shepherd,Black & Tan,YES,,,,Apr,2020,FLRN-MD-21-0572,COMPLETED,Older puppy screen,,,3/27/2021 0:00,Altered,,3/27/2021 0:00,,2020-09-23,2021-04-03,,,,,"black, tan",1.0,2.0,1.0,0.0,1.0,40.0,192.0,Samuel,Shepherd,,,Shepherd,0.0,1.0,0.0,,0.0
Silas,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15780287&key=Mqr6gy1W,Male,10 months,51.00lbs,Golden Mix,Black & Tan,YES,,,,Apr,2020,FLRN-MD-20-1932,COMPLETED,Walks alone not enough (needs running or playtime);,,Returned for jumping on the kids and scaring them but is getting NO exercise in the home so might not be no kids,,Altered,3/11/2021 0:00,3/5/2021 0:00,,2020-05-07,,,,,,"black, tan",1.0,2.0,1.0,0.0,1.0,51.0,575.0,Silas,Golden Mix,,,Golden Mix,0.0,0.0,1.0,Mix,1.0
Vanessa,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16577431&key=Mqr6gy1W,Female,2 years,40.00lbs,Labrador Retriever,Tan,REQUIRED,,NO,,Apr,2020,FLRN-FD-21-0409,COMPLETED,Walks alone not enough (needs running or platime); 2nd dog required; no kids under 12 due to shyness,,Foster says super shy and shutdown but getting more details,2/27/2021 0:00,Altered,2/16/2021 0:00,2/26/2021 0:00,,2019-02-24,2021-04-03,,,,,tan,0.0,1.0,0.0,0.0,1.0,40.0,769.0,Vanessa,Labrador Retriever,,,Labrador Retriever,1.0,0.0,0.0,,0.0
Badal (1 shot),,Male,10 weeks,19.40lbs,Labrador Retriever / Shepherd Mix,Brown & White,YES,,,"S/N: 6/24/21; 3/16/21 - bad tapeworm infestation, parvo neg. treating with panacur x 5 days. resolved",Apr,2020,FRKN-MD-21-0511,COMPLETED,Puppy screen,,,3/13/2021 0:00,Unaltered,TY,3/9/21 Adv. Multi,,2021-01-01,,,,,,"brown, white",1.0,2.0,0.0,1.0,0.0,19.4,336.0,Badal (1 shot),Labrador Retriever / Shepherd Mix,,,"Labrador Retriever, Shepherd Mix",1.0,1.0,0.0,Mix,1.0
Ariel,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16632101&key=Mqr6gy1W,Female,8 months,15.00lbs,Dachshund,Black & Tan,REQUIRED,,NO,,Apr,2020,FLRN-FD-21-0529,COMPLETED,Walks alone not enough (needs running or playtime); 2nd dog required; no kids under 12 due to shyness,,,3/20/2021 0:00,Altered,3/3/2021 0:00,3/20/2021 0:00,,2020-07-15,2021-04-03,,,,,"black, tan",1.0,2.0,1.0,0.0,1.0,15.0,262.0,Ariel,Dachshund,,,Dachshund,0.0,0.0,1.0,,0.0
Branson (1 shot),,Male,10 weeks,12.70lbs,Labrador Retriever / Shepherd Mix,Brown,YES,,,"S/N: 6/24/21; 3/16/21 - bad tapeworm infestation, parvo neg. treating with panacur x 5 days. 3/28/21 - URI treated w/ doxy x 7 days",Apr,2020,FRKN-MD-21-0508,COMPLETED,Puppy screen,,,3/13/2021 0:00,Unaltered,TY,3/9/21 Adv. Multi,,2021-01-01,2021-04-04,,,,,brown,0.0,1.0,0.0,0.0,0.0,12.7,93.0,Branson (1 shot),Labrador Retriever / Shepherd Mix,,,"Labrador Retriever, Shepherd Mix",1.0,1.0,0.0,Mix,1.0
Cinnamon (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16574603&key=Mqr6gy1W,Female,4-5 years,55.00lbs,Shepherd / Spaniel Mix,Brown & White,YES,Passed cat test,,HW treated 2/15/21 and 2/16/21. 3/3 - URI treated with Doxy x 7 days. Resolved,Apr,2020,FLRN-FD-21-0410,COMPLETED,y,,,1/30/2021 0:00,Altered,2/26/2021 0:00,2/26/2021 0:00,,2017-02-24,2021-04-03,,,,,"brown, white",1.0,2.0,0.0,1.0,0.0,55.0,1499.0,Cinnamon (HW),Shepherd / Spaniel Mix,,,"Shepherd, Spaniel Mix",0.0,1.0,0.0,Mix,1.0
Ficus (3 shots),,Male,3.5 months,8.00lbs,Terrier,"Tan, white boots",YES,,,S/N: 6/1/21,Apr,2020,PRCO-MD-21-0541,COMPLETED,Puppy screen,,,3/23/2021 0:00,Unaltered,3/2/2021 0:00,3/2/2021 0:00,,2020-12-10,2021-04-04,,,,,"tan, white boots",1.0,2.0,0.0,1.0,1.0,8.0,115.0,Ficus (3 shots),Terrier,,,Terrier,0.0,0.0,1.0,,0.0
Freddy (3 shots),,Male,3.5 months,6.00lbs,Terrier,"White, tan markings",YES,,,S/N: 6/1/21,Apr,2020,PRCO-MD-21-0557,COMPLETED,Puppy screen,,,3/23/2021 0:00,Unaltered,3/2/2021 0:00,3/2/2021 0:00,,2020-12-10,2021-04-04,,,,,"white, tan markings",1.0,2.0,0.0,1.0,1.0,6.0,115.0,Freddy (3 shots),Terrier,,,Terrier,0.0,0.0,1.0,,0.0
Larry,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16621652&key=Mqr6gy1W,Male,2 years,15.00lbs,Terrier,Black & Tan,YES,,,,Apr,2020,AUPA-MD-21-0515,COMPLETED,Walks alone not enough (needs running or playtime); caution on dogs - needs confident dog and socialization,,,,Altered,,,,2019-03-12,2021-04-03,,,,,"black, tan",1.0,2.0,1.0,0.0,1.0,15.0,753.0,Larry,Terrier,,,Terrier,0.0,0.0,1.0,,0.0
Lucky,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16574542&key=Mqr6gy1W,Male,1-2 years,93.00lbs,Labrador Retriever,Tan,YES,,,,Apr,2020,FLRN-MD-21-0401,COMPLETED,Walks alone not enough (needs running or playtime);,,,,Altered,,,,2019-08-24,2021-04-03,,,,,tan,0.0,1.0,0.0,0.0,1.0,93.0,588.0,Lucky,Labrador Retriever,,,Labrador Retriever,1.0,0.0,0.0,,0.0
Nitro (2 shots),,Female,9 weeks,6.00lbs,Chihuahua,Chocolate,YES,,,S/N: 7/15/21,Apr,2020,FLRN-FD-21-0591,COMPLETED,Puppy screen,,,3/27/2021 0:00,Unaltered,3/15/2021 0:00,3/27/2021 0:00,,2021-01-20,2021-04-03,,,,,chocolate,0.0,1.0,0.0,0.0,0.0,6.0,73.0,Nitro (2 shots),Chihuahua,,,Chihuahua,0.0,0.0,1.0,,0.0
Rooney,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16658435&key=Mqr6gy1W,Male,1 years,45.00lbs,Labrador Retriever,Black,YES,,,,Apr,2020,FRKN-MD-21-0597,COMPLETED,Walks alone not enough (needs running or playtime);,,,3/27/2021 0:00,Altered,3/20/2021 0:00,3/20/2021 0:00,,2020-03-26,2021-04-04,,,,,black,0.0,1.0,1.0,0.0,0.0,45.0,374.0,Rooney,Labrador Retriever,,,Labrador Retriever,1.0,0.0,0.0,,0.0
Charlie (3 shots not 10 days past),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16659103&key=Mqr6gy1W,Male,4 months,36.16lbs,Retriever,Golden,Yes,,,Altered,Apr,2020,TLHS-MD-21-0610,COMPLETED,New this week; puppy screen,,,,,,,,2020-11-26,2021-04-04,,,,,golden,0.0,1.0,0.0,0.0,1.0,36.16,129.0,Charlie (3 shots not 10 days past),Retriever,,,Retriever,1.0,0.0,0.0,,0.0
Knuckles,,Male,6 months,35.70lbs,Great Pyrenees,Tan & White,Yes,,,,Apr,2020,TLHS-MD-21-0621,COMPLETED,New this week; older puppy screen,,,,,,,,2020-09-24,2021-04-03,,,,,"tan, white",1.0,2.0,0.0,1.0,1.0,35.7,191.0,Knuckles,Great Pyrenees,,,Great Pyrenees,0.0,0.0,1.0,,0.0
Radar,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16654244&key=Mqr6gy1W,Male,2 years,39.68lbs,Cattle Dog,Red,Yes,,,,Apr,2020,TLHS-MD-21-0624,COMPLETED,New this week; talkative (caution on apartments?),,,,,,,,2019-01-24,2021-04-03,,,,,red,0.0,1.0,0.0,0.0,0.0,39.68,800.0,Radar,Cattle Dog,,,Cattle Dog,0.0,0.0,1.0,,0.0
Marley,,Male,DOB: 1/26/21,,Labrador Retriever,,,,,S/N: 7/30/21,Apr,2020,LACS-MD-21-0239,COMPLETED,Puppy Screen,,,DOB: 1/7/2021,Unaltered,,,,2021-01-26,,,,,,,,,,,,,311.0,Marley,Labrador Retriever,,,Labrador Retriever,1.0,0.0,0.0,,0.0
Annie Oakley,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16655468&key=Mqr6gy1W,Female,6 months,30.80lbs,Retriever,Black & White,YES,,,,Apr,2020,TLHS-FD-21-0635,COMPLETED,Older puppy screen,,,4/3/2021 0:00,,,,,2020-09-24,2021-04-06,,,,,"black, white",1.0,2.0,1.0,1.0,0.0,30.8,194.0,Annie Oakley,Retriever,,,Retriever,1.0,0.0,0.0,,0.0
Rouge,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16652761&key=Mqr6gy1W,Female,6 months,31.30lbs,Retriever,Black & White,YES,,,,Apr,2020,TLHS-FD-21-0625,COMPLETED,Older puppy screen,,,4/3/2021 0:00,,,,,2020-09-24,2021-04-06,,,,,"black, white",1.0,2.0,1.0,1.0,0.0,31.3,194.0,Rouge,Retriever,,,Retriever,1.0,0.0,0.0,,0.0
Foxy,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16621297&key=Mqr6gy1W,Female,10 months,30.00lbs,Sheltie,Fawn,YES,,,3/19/21 - UTI treated with Clavamox x 7 days,Apr,2020,AUPA-FD-21-0513,COMPLETED,Walks alone not enough (needs running or playtime);,,Hasn't lived with kids but met some yesterday and did well when meeting them;,3/14/2021 0:00,Altered,3/114,3/11/21 - Bravecto 3 mo,,2020-05-12,2021-04-07,,,,,fawn,0.0,1.0,0.0,0.0,0.0,30.0,330.0,Foxy,Sheltie,,,Sheltie,0.0,0.0,1.0,,0.0
Willy (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16650385&key=Mqr6gy1W,Male,2 months,9.00lbs,Shepherd,Black & Tan,YES,,,S/N: 7/15/21. 3/31/21 URI Being treated with Doxycycline x 7 days. 4/2/21 - Diarrhea being treated with Metro x 5 days,Apr,2020,FLRN-MD-21-0578,COMPLETED,Puppy screen,,,3/27/2021 0:00,Unaltered,3/15/2021 0:00,3/27/2021 0:00,,2021-01-19,2021-04-07,,,,,"black, tan",1.0,2.0,1.0,0.0,1.0,9.0,78.0,Willy (2 shots),Shepherd,,,Shepherd,0.0,1.0,0.0,,0.0
Sallie Mae,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16654248&key=Mqr6gy1W,Female,6 months,31.75lbs,Australian Cattle Dog / Blue Heeler Mix,Tan & White,YES,,,,Apr,2020,TLHS-FD-21-0627,COMPLETED,Older puppy screen,,,4/3/2021 0:00,,,,,2020-09-24,,,,,,"tan, white",1.0,2.0,0.0,1.0,1.0,31.75,435.0,Sallie Mae,Australian Cattle Dog / Blue Heeler Mix,,,"Australian Cattle Dog, Blue Heeler Mix",0.0,0.0,1.0,Mix,1.0
Ashley,,Female,2 years,43.00lbs,Shepherd,Brown & Black,,,,,Apr,2020,AUPA-FD-21-0640,COMPLETED,New this week,,,,,,,,2019-03-31,2021-04-06,,,,,"brown, black",1.0,2.0,1.0,0.0,0.0,43.0,737.0,Ashley,Shepherd,,,Shepherd,0.0,1.0,0.0,,0.0
Don Tono,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16673003&key=Mqr6gy1W,Male,1 years,75.00lbs,Great Pyraneese,Cream,Yes,NO,,,Apr,2020,AUPA-MD-21-0643,COMPLETED,New this week; no cats (chases),,,,,,,,2020-04-01,2021-04-06,,,,,cream,0.0,1.0,0.0,0.0,0.0,75.0,370.0,Don Tono,Great Pyraneese,,,Great Pyraneese,0.0,0.0,1.0,,0.0
Cream,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16652755&key=Mqr6gy1W,Female,6 months,33.00lbs,Great Pyrenees,Tan & White,YES,,,,Apr,2020,TLHS-FD-21-0618,COMPLETED,Older puppy screen,,,4/3/2021 0:00,,,,,2020-09-24,2021-04-08,,,,,"tan, white",1.0,2.0,0.0,1.0,1.0,33.0,196.0,Cream,Great Pyrenees,,,Great Pyrenees,0.0,0.0,1.0,,0.0
Eggman,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16652752&key=Mqr6gy1W,Male,6 months,37.00lbs,Great Pyrenees,Tan & White,YES,,,,Apr,2020,TLHS-MD-21-0619,COMPLETED,Older puppy screen,,,4/3/2021 0:00,,,,,2020-09-24,,,,,,"tan, white",1.0,2.0,0.0,1.0,1.0,37.0,435.0,Eggman,Great Pyrenees,,,Great Pyrenees,0.0,0.0,1.0,,0.0
Cabella,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16651314&key=Mqr6gy1W,Female,10 months,35.00lbs,Terrier,Grey & White,YES,Passed shelter cat test,Passed shelter kid test,"Came to shelter with demodex, staph, yest, ear infections -- all resolved now",Apr,2020,OLAR-FD-21-0712,ADOPTED (TRIAL),Walks alone not enough (needs running or playtime);,,,,,,,,2020-05-24,2021-04-11,,,,,"grey, white",1.0,2.0,0.0,1.0,0.0,35.0,322.0,Cabella,Terrier,,,Terrier,0.0,0.0,1.0,,0.0
Finn,,Male,10 months,15.00lbs,Yorkshire Terrier Yorkie,Tri-color,YES,,,,Apr,2020,OLAR-MD-21-0713,ADOPTED (TRIAL),Walks alone not enough (needs running or playtime); better with female dogs than males (pre-neuter),,,,,,,,2020-05-24,2021-04-11,,,,,tri-color,1.0,3.0,0.0,0.0,0.0,15.0,322.0,Finn,Yorkshire Terrier Yorkie,,,Yorkshire Terrier Yorkie,0.0,0.0,1.0,,0.0
Mocha (2 shots),,Female,10 weeks,5.00lbs,Labrador Retriever,Chocolate,YES,,,S/N: 7/7/21,Apr,2020,OLAR-FD-21-0714,ADOPTED,Puppy Screen,,,,,,,,2021-01-21,2021-04-11,,,,,chocolate,0.0,1.0,0.0,0.0,0.0,5.0,80.0,Mocha (2 shots),Labrador Retriever,,,Labrador Retriever,1.0,0.0,0.0,,0.0
Osh Kosh (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16589714&key=Mqr6gy1W,Male,1 years,60.00lbs,Labrador Retriever,Black & White,YES,,,HW treated 3/23,Apr,2020,FLRN-MD-21-0688,ADOPTED (TRIAL),Walks alone not enough (needs running or playtime); HW treated,,,,,,,,2020-03-02,2021-04-10,,,,,"black, white",1.0,2.0,1.0,1.0,0.0,60.0,404.0,Osh Kosh (HW),Labrador Retriever,,,Labrador Retriever,1.0,0.0,0.0,,0.0
