LDAR Name,LDAR ID #,Reason for Return,Status,Behavior with Dogs,Behavior with Cats,Behavior with Kids,Behavior in Crate,Energy Level,Socialization / Daycare,Vetting,Preventatives Date,Date of Adoption,Trial Adoption,Has the animal been returned before?,Previous Return Information,Date of Returns Email Sent,Date of Returns Packet,Timeline for Return,Plan for Return,Return or Rehome/Surrender,Month Returned,year,Dog info,6 Month +,Year Adopted,Date Returned,Date Returns Packet Sent,Current Status,Link,Return Category,DOG/CAT,Trainer Eval Req,Other Info,Outcome,Plan for return?,Date of Contact,Primary Reason,Vet Rec Rec'd,Date Monthly Med,Vetting Needed
Snickers,FLRN-FD-21-2101,Severe allergic reaction of 4 YO child,"11/1 - Reached out for returns, NO PACKET
Returned to Suzy B",,,,,,,,,2021-10-31 00:00:00,No,No,,,,RETURNED,,RETURN,Nov,2021,F/2MO/8lbs/LabShepMix,,,,,,,,Puppy (hrtwrm - and 5 months <= age < 7 months),,,,,,,,,
Brit,FLRN-FD-21-1822,Not integrating with cat,"10/29 - Reached out for return
10/30 - Survey sent (L), showed up at event for return
10/30 - Packet submitted",Good,Aggressive,Unknown,Great,Moderate,Unknown,Please review,2021-10-15 00:00:00,2021-10-03 00:00:00,No,No,,2021-10-30 00:00:00,2021-10-30 00:00:00,ASAP,,RETURN,Oct,2021,F/1YO/40lbs/Lab,,,,,,,,Adult Dog (hrtwrm - and 7 months <= age < 9 years),,,,,,,,,
Alvin,FLRN-MD-21-2073,Feels that Alvin needs more space and training than able to provide,"11/6 - Reached out for return
11/7 - Survey sent (L), no nre MR, sent pics for branding, submitted packet
11/9 - Moving to J&C until Sunday, reliquish form sent
Back into LDAR care Sunday 11/14","Great, can be overly energetic with other dogs","Unknown by adopters, no cats listed in rover",Unknown,"Can't close door, but will sleep with doors open",Extremely high,Passed daycare test,No new vet records,2021-10-30 00:00:00,2021-10-31 00:00:00,No,No,,2021-11-07 00:00:00,2021-11-07 00:00:00,ASAP,,,Nov,2021,M/1YO/43lbs/LabMix,,,,,,,,Adult Dog (hrtwrm - and 7 months <= age < 9 years),,,,,,,,,
Tango,FLRN-FC-21-2194,Returning due to allergies,"11/10 - Reached out for return, no pakcet needed",,,,,,,,,2021-11-07 00:00:00,,,,,,,,,Dec,2021,,,,,,,,,,,,,,,,,,
Caracol,PRCO-FD-21-1279,In violation of spay contract,"10/24 - Confirmed inability to spay dog, will need to give back
10/25 - Survey sent (L)
10/29 - received vaccination records, sent FU for full MR, survey and pictures
11/3 - Medical records sent, pics sent for branding
11/4 - Submitted
RETURN PENDING SUNDAY, Needs HW test",Good,Not good,Great,Needs work,Moderate,Needs work off leash,"No medical notes
NOT SPAYED",DUE NOW,2021-07-03 00:00:00,No,No,,2021-10-25 00:00:00,2021-11-04 00:00:00,"ASAP (""she needs to be gone asap"")",,RETURN,Nov,2021,F/7MO/24lbs/Terrier Mix,,,,,,,,Adult Dog (hrtwrm - and 7 months <= age < 9 years),,,,,,,,,
Rainy,FLRN-FD-21-1901,"Adopter can't keep up with the demands of raising a puppy. She has a friend interested in adopting Rainy, so we'll get her screened once the return is approved.","10/26 - Reached out for return
10/29 - Survey Sent (L)
11/2 - Medical review
11/3 - Submitted, relinquish sent",Great,"Playful, lives with 2 cats",Playful,"Whines, then settles",High,,"Medical Notes
10/6/21 - negative fecal","HEARTWORM 10/6
FLEA/TICK 10/26
",2021-09-26 00:00:00,No,No,,2021-10-29 00:00:00,2021-11-03 00:00:00,Adoption pending!,,REHOME,Nov,2021,F/12WK/11lbs/LabTerrierMix,,,,,,,,Puppy (hrtwrm - and 5 months <= age < 7 months),,,,,,,,,
Karmen,FLRN-FD-20-0643,Can no longer financially manage the dog,"11/1 - Reached out for return, Madison to connect with owner
11/3 - Survey sent (L)
11/3 - Pics sent for branding, medical review
11/4 - Submitted
PENDING RETURN - 11/14 TENT, reliquish received",Great,Unknown,Indifferent,"Calm, doesn't like for long periods of time",High,"Good at dog parks, unknown at daycare","Medical notes
10/13/21 - in heat when spayed, umbilical hernia unrepaired, needs HW test on return",DUE NOW,2021-03-28 00:00:00,No,No,,2021-11-03 00:00:00,2021-11-04 00:00:00,Can keep for a few weeks if needed,,,Dec,2021,F/2.5YO/50lbs/Lab,,,,,,,,,,,,,,,,,
Ximena,MAWF-FD-21-2051,Puppy is triggering mental health issues,"11/4 - Reached out for return
11/5 - Survey sent (L)
11/6 - Survey returned, pics sent for branding, MR
11/7 - Submitted
Saturday return, relinquish received",Great,Unknown,Calm,"Good, getting better","Very excitable, normal puppy energy",,"Medical notes:
10/30/21: hookworm +, still need treatment","FT - 10/23
HW - 10/29",2021-10-24 00:00:00,No,No,,2021-11-05 00:00:00,2021-11-07 00:00:00,"ASAP, can be flexible but doesn't want to wait too long",,,Dec,2021,F/4MO/19lbs/LabMix,,,,,,,,Young Puppy (hrtwrm - and age < 5 months),,,,,,,,,
Xanthia,MAWF-FD-21-2049,Puppy is triggering mental health issues,"11/4 - Reached out for return
11/5 - Survey sent (L)
11/6 - Survey returned, pics sent for branding, MR
11/7 - Submitted
Pending confirmation for Saturday return",Shy,Unknown,Great,Relaxed,Playful,,"Medical Notes
11/2/21: Hookworm +, treated with Virbantel",2021-10-20 00:00:00,2021-10-22 00:00:00,No,No,,2021-11-05 00:00:00,2021-11-07 00:00:00,Can keep for 1 week,,,Dec,2021,F/4MO/20lbs/LabMix,,,,,,,,Young Puppy (hrtwrm - and age < 5 months),,,,,,,,,
Dexter,FRKN-MD-20-1228,Food aggression,"7/8 - Reached out for return, OK'd for rehome, Ashley to connect
7/12 - Survey sent (L)
7/13 - Survey and pics received, pending records (confirm breed on vet records)
7/23 - Emailed adopter about updating vetting, will update in the next few weeks
8/2 - emailed on update for appt date
8/4 - Appt 8/25
8/30 - Ashe sent FU to adopter
9/8 - L sent FU to adopter
10/3 - Note back from adopter re neighbor adopting, connected with Lowell
11/3 - Adoption pending contract!",Great other than food / resource guarding,Unknown,"Good, expect around food",Great,High,Great,,2021-07-05 00:00:00,2020-05-15 00:00:00,No,No,,2021-07-12 00:00:00,,,,REHOME,Nov,2021,M/3YO/72YO/ShepMix,,,,,,,,Adult Dog (hrtwrm - and 7 months <= age < 9 years),,,,,,,,,
Samantha,MAWF-FD-21-2002,Allergies,"11/2 - Reached out for return
11/5 - Confirmed need for return
11/6 - Survey sent (L), medical review sent, pending picture
11/7 - Pics sent for branding
11/9 - Submitted
Return - Tentative Sunday 11/14, relinquish received
11/14 - Adopted",Good,Has prey drive,Loves kids,Good,Very high,Timid at dogpark but warmed up quickly,"Medical Notes
11/1/21: Left eye - suspect scarring/fibrosis due to previous corneal ulcer - no stain uptake at this time",2201-10-22 00:00:00,2021-10-22 00:00:00,Yes,No,,2021-11-06 00:00:00,2021-11-09 00:00:00,ASAP,,,Dec,2021,F/10MO/44lbs/ShepMix,,,,,,,,,,,,,,,,,
Donte,FLRN-MD-21-2082,Aggression towards other dogs,"11/7 - reached out for return
11/8 - Contacted office for urgent return
11/9 - Survey sent (L)
11/9 - Submitted, no new medical records
RETURNED - 11/11/2021
11/14 - Adopted",Leash reactive,Unknown,"Curious, not really tested",Whines but settles,High,No experience,No new records,2021-11-01 00:00:00,2021-10-31 00:00:00,No,No,,2021-11-09 00:00:00,2021-11-09 00:00:00,ASAP - by tomorrow,,,Dec,2021,M/1YO/30lbs/Beaglemix,,,,,,,,,,,,,,,,,
Owen,MAWF-MD-21-1819,Mother has cancer and she has booked a 6 month ticket to go take care of her mom. She is the one who takes care of the dog. Her son is in school full time and her husband works full time.,"11/1 - Reached out for return, survey sent (L)
11/2 - Received survey, pending medical records and pictures
11/3 - Pictures sent for branding, pending medical records
11/4 - Medical review
11/5 - Return pending for SUNDAY",Good,Good,Good,Good,Average,No exposure,No medical notes,2021-11-01 00:00:00,2021-09-25 00:00:00,No,No,,2021-11-01 00:00:00,2021-11-06 00:00:00,Planning for sunday,,RETURN,Nov,2021,M/17W/22lbs/ShepMix,,,,,,,,Young Puppy (hrtwrm - and age < 5 months),,,,,,,,,
Clover,New - NOT LDAR,Rescued by foster,"11/2 - Reached out for rehome, survey sent (L)
11/3 - Pics, medical review submitted, connected with Madison for questions
11/5 - Pending pictures
REHOME
11/14 - ADOPTED",Great,Unknown,Great,Unknown,Medium,Great,"Medical Notes
Treated for HW disease on 8/30, 9/27 & 9/28 with one injection of immiticide each day. No re-testing is recommended for at least 6 months, but a monthly preventative must be continued ",2021-11-01 00:00:00,Rescued from Shelter in MS,No,No,,2021-11-02 00:00:00,2021-11-06 00:00:00,REHOME,,REHOME,Dec,2021,F/3YO/60lbs/LabMix,,,,,,,,,,,,,,,,,
Ray,FLRN-MC-21-2130,Allergies,"11/17 - Reached out for return, survey sent (L)
11/18 - Packet submitted, no new medical records",Unknown,Unknown,Unknown,,,,No new medical records,2021-10-29 00:00:00,2021-11-05 00:00:00,No,No,,2021-11-17 00:00:00,2021-11-18 00:00:00,Not certain how long she can keep due to allergies,,,,2021,MC/8MO/XXlbs/DSH,,,,,,,,,,,,,,,,,
Topanga,ACAS-FD-21-2143,Feels like dog needs a second dog to be happy,"11/8 - Reached out for return
11/11 - Survey sent (L)
11/13 - Branding received, pending vet visit
11/18 - RETURN, 3 PM",Great,Unknown,Great,Not tested,Medium,Great,Note - must have benadryl for 3 days due to allergic swelling of lips,Confirm with LDAR paperwork,2021-10-30 00:00:00,Yes,No,,2021-11-11 00:00:00,2021-11-18 00:00:00,Today at 3 PM,,,Dec,2021,F/3YO/38lbs/CockerSpanielMix,,,,,,,,,,,,,,,,,
Maxwell,FRKN-MD-21-1002,"Not getting enough exercise, being destructive","10/26 - Reached out for return
10/29 - Survey Sent (L)
11/1 - FU sent
11/3 - Additional follow up, received email without records
11/6 - Medical records received, sent for review.  Pending survey and pictures
11/11 - Branding
11/12 - Resent branding
11/13 - Submitted
11/14 - Sent email re return on Sunday",Good,Unknown,"Jumps, needs training",OK,Very High,Playful,"No medical notes, needs HW test on return","Due now, needs HW test",2021-06-02 00:00:00,No,No,,2021-10-29 00:00:00,2021-11-13 00:00:00,ASAP,,,Dec,2021,M/7MO/45lbs/BeagleMix,,,,,,,,,,,,,,,,,
Starla,MAWF-FD-21-1291,"cannot give time and attention she needs, she gets separation anxiety if you are not in the room with her, she needs more space, our son who is special needs does not like having a big dog trying to interact/play with him","10/25 - Survey Sent (L)
10/27 - FU sent
10/30 - Survey received, pics for branding, pending vet records, spay scheduled 11/11
11/12 - Medical review
11/13 - Submitted
11/14 - Sent email re return on Sunday",Good,Unknown,Very playful,Settles OK,Medium - High,Unknown,no new medical notes,"Due Now, adopter said he was getting her up to date, need to confirm at return",2021-07-10 00:00:00,No,No,,2021-10-25 00:00:00,2021-11-13 00:00:00,ASAP,,,Dec,2021,F/6MO/42lbs/LabMix,,,,,,,,,,,,,,,,,
Timber,NEED ID,"Dog rescued in MS, rehome","11/10 - Asked for rehome
11/11 - Branding, medical, survey received
11/12 - Resent branding
11/13 - Submitted
11/22 - Adopted","Very playful, great with other dogs","Avoiding resident cat, probably OK",Needs testing but anticipates he will be good,Not listed,Very playful,Great at daycare,no new medical notes,2021-11-03 00:00:00,11/2/2021 (rescued),No,No,,2021-11-10 00:00:00,2021-11-13 00:00:00,"REHOME, staying with current foster",,,,2021,M/8MO/64lbs/LabMix,,,,,,,,,,,,,,,,,
Mitzy,FLRN-FD-19-1719,"Adopters feel like they aren't a good fit, returning after 36 hours","1/4 - Reached out for return, survey sent
1/4 - Packet submitted
1/5 - RETURNED",Good,Unknown,Unknown,"OK, whines and paces",High,"Good, doesn't really play",Not vetted,12/26/2019 - Flea,2020-01-02 00:00:00,No,No,,2019-01-04 00:00:00,2019-01-04 00:00:00,2020-01-05 00:00:00,2020-01-05 00:00:00,RETURN,January,2020,F/1YO/39lbs/LabMix,Adult,2020.0,,,,,Animal Mgmt,Dog,,,,,,,,,
Kelly,FRKN-FD-19-1688,Overwhelmed by caring for a pup.,"12/30 - Reached out for return
1/2 - Survey Sent
1/2 - Medical review
1/4 - Packet Submitted
Return Scheduled - 1/5/2020
ADOPTED!",Good,Unknown,Good,Great,Moderate,Great,"Pos for giardia, under treatment until 1/5",2019-12-20 00:00:00,2019-12-22 00:00:00,No,No,,2019-01-02 00:00:00,2019-01-04 00:00:00,Allergies,1/5/2020 per Colleen,RETURN,January,2020,F/6MO/27lbs/HoundMix,Puppy,2019.0,,,,,Animal Mgmt,Dog,,,,,,,,,
Kirby,FLRN-MD-19-0857,Famiy member is severly allergic,"12/27 - Reached out for return
12/28 - Survey sent
1/2 - Received medical records and fecal
Return Scheduled - 1/5/2020
ADOPTED!",Good,Unknown,Good,Good,High,Great at dogparks,Needs bord,Due now,2019-07-28 00:00:00,No,Yes,Not able to care for puppy,2019-12-28 00:00:00,2020-01-02 00:00:00,ASAP,2020-01-05 00:00:00,RETURN,January,2020,M/7MO/29lbs/ShepMix,Adult,2019.0,,,,,Allergies,Dog,,,,,,,,,
Landra,FLRN-FD-19-0699,Adopter having health issues that the doctor believes are connected to the dog,"12/16 - Reached out for return
12/17 - Survey sent
12/21 - Medical Records sent for review
12/23 - Packet Submitted
Return Scheduled - 1/5/2020
ADOPTED!",Great,Unknown,"Good, not around kids often",Great,High,"No daycare, does great at dogparks",UTD,2019-12-04 00:00:00,2019-07-01 00:00:00,No,Yes,Puppy is mouthy and not willing to work with training. ,2019-12-17 00:00:00,2019-12-25 00:00:00,Return,2020-01-05 00:00:00,RETURN,January,2020,F/9MO/65lbs/LabMix,Adult,2019.0,,,,,Allergies,Dog,,,,,,,,,
Vicky,FLRN-FD-19-0561,"Peeing in the house, can't manage","10/31 - reached out for return
11/4 - Colleen connecting via phone
Taking to vet on 23rd
12/2 - Vet record, waiting another week
12/21 - Survey sent
1/2 - FU sent
1/19 - Returned","Good, barks at large dogs",Chases,friendly,OK,High,,DSG ,Due Now,2019-06-09 00:00:00,No,No,,2019-12-21 00:00:00,2020-01-18 00:00:00,2020-01-19 00:00:00,1/19/2020 at the event per Coleen,RETURN,January,2020,F/4YO/13lbs/ChiMix,Adult,2019.0,,,,,Dog Behavior / Integration,Dog,,,,,,,,,
Gizmo,FLRN-MD-20-0021,Aggression,"1/18 - Notified of return, survey sent
1/19 - Return packet sent
1/19 - Return scheduled 1/26/2020",,,Bites,Good,High,,3rd shot due,2019-12-22 00:00:00,2020-01-12 00:00:00,No,No,,2020-01-18 00:00:00,2020-01-19 00:00:00,1/19 - Return at event,1/19 - Return at event,RETURN,January,2020,M/16weeks/14lbs/LabMix,Puppy,2020.0,,,,,Aggression,Dog,,,,,,,,,
Hampton,FLRN-MD-19-1706,Can't manage puppy,"1/10 - Reached out for return, survey sent
1/11 - Packet submitted
1/12 - Returned",Not fully vaccinated,Unknown,Unknown,Good,Medium-High,Unknown,3rd shot - 1/10,2020-01-12 00:00:00,2020-01-05 00:00:00,No,No,,2020-01-10 00:00:00,2020-01-11 00:00:00,2020-01-12 00:00:00,"Return 1/12 at NOMA, Suzy to foster",RETURN,January,2020,M/13Weeks/10lbs/LabMix,Puppy,2020.0,,,,,Adopter Situation,Dog,,,,,,,,,
Riley (Trial),FLRN-FD-19-1723,"Timid, scared dog","1/7 - Reached out for return
1/9 - Survey sent, information received
1/9 - Packet submitted
1/12 - Returned",Timid,Unknown,Unknown,Good,Moderate,,UTD,2020-01-01 00:00:00,2019-12-28 00:00:00,Yes,No,,2019-01-09 00:00:00,2019-01-09 00:00:00,Wants to return on SATURDAY,Return scheduled 1/12 at NOMA,RETURN,January,2020,F/3YO/6lbs/Terrier,Adult,2019.0,,,,,Dog Behavior / Integration,Dog,,,,,,,,,
Ollie,FLRN-MD-20-0039,Dog not integrating with resident dog,"1/17 - Reached out for return
1/18 - Survey Sent
1/21 - No new medical records
1/23 - Packet submitted
SUNDAY 1/26 RETURN
ADOPTED","Good, can be dominant",OK - needs retest,Great,Good,Moderate,Good,UTD,2020-01-05 00:00:00,2020-01-12 00:00:00,No,No,,2020-01-18 00:00:00,,ASAP,,RETURN,January,2020,M/7MO/29lbs/ShepMix,Adult,2020.0,,,,,Animal Mgmt,Dog,,,,,,,,,
Onyx ,PRCO-MD-19-1526,Seperation anxiety,"12/7 - Adrianna to reach out
1/16 - Survey sent (Colleen)
1/18 - Medical Review
1/21 - Packet Submitted, asking for sunday
SUNDAY 1/26 RETURN
ADOPTED",Great,Great,Great,"OK, settles",High,Great,UTD,Due now,2019-12-01 00:00:00,No,No,,2020-01-16 00:00:00,2020-01-21 00:00:00,This week,,RETURN,January,2020,M/3YO/35lbs/labmix,Adult,2019.0,,,,,Animal Mgmt,Dog,,,,,,,,,
Sir,FLRN-MD-20-0041,He has been diagnosed with Ringworm at my expense and all the people he has come in contact with.,"1/24 - Survey Sent
1/25 - Returns Packet
RETURNED - 1/31",Playful,Unknown,Seems fine,Good,High,Limited,Positive Ringworm - began treatment with oral and topical shampoo on 1/23. ,2020-01-11 00:00:00,2020-01-12 00:00:00,No,No,,2020-01-23 00:00:00,2020-01-25 00:00:00,ASAP - w/in 5 days from 1/24,"Return to Office, Rachel to foster",RETURN,January,2020,M/6MO/28lbs/FoxTerrierMix,Puppy,2020.0,,,,,Animal Mgmt,Dog,,,,,,,,,
Duke,ALBY-MD-20-0099,"Seems aggreeive towards smaller dogs at the dog park, adopter is nervous that he will hurt another dog","1/24 - Reached out for return
1/25 - Survey Sent
1/29 - Medical review
1/30 - Return Packet
RETURNED - 2/1","Fine with big dogs, aggressive with small dogs",Reactive,Unknown,Unknown,Medium,Aggressive towards small dogs,"ear infection, Enrodlozacin, 14 days (start 1/22/2020)
","1/4/2020 - HW, 1/22/2020 - Flea",2020-01-18 00:00:00,Yes,No,,2020-01-25 00:00:00,,Trial ends 2/1/2020,"Return at Silver Spring, Jon P to foster",RETURN,January,2020,M/2YO/60lbs/LabShepMix,Adult,2020.0,,,,,Dog Behavior / Integration,Dog,,,,,,,,,
Toasty (CAT),FLRN-MC-20-0060,Adopter is allergic,"1/26 - Reached out for return, survey sent
1/28 - Recieved matierials, pending new vet records
1/30 - Return Pacekt
RETURNED - 2/1",,,,,,,UTD,2020-01-09 00:00:00,2020-01-19 00:00:00,No,,,2020-01-26 00:00:00,2020-01-29 00:00:00,ASAP,Return to Lynn,RETURN,January,2020,MC/7MO/5lbs/DSH,Adult,2020.0,,,,,Allergies,Dog,,,,,,,,,
Tucker,FLRN-MD-19-1730,"Separation Anxiety, aggressive behavior, biting","1/23 - Reached out for return
1/24 - Survey sent
1/25 - Medical review
1/26 - Packet submittted
RETURNED - 2/2",OK - can be aggresive with smaller dogs,Unknown,Unknown,"Not good - bark, pees",High,Good,Recovering from FHO surgery,2019-12-27 00:00:00,2020-01-12 00:00:00,No,No,,2020-01-25 00:00:00,2020-01-26 00:00:00,Can rehome but can not take to events.  Would prefer return.,Return to Event 2/2,RETURN,January,2020,M/6MO/25lbs/TerrierLabMix,Puppy,2020.0,,,,,Dog Behavior / Integration,Dog,,,,,,,,,
Annika,FLRN-FD-20-0116,Can't handle two dogs,"2/2 - Reached out for return
2/3 - Survey sent
2/5 - No new records, submitted packet
2/9 - RETURNED",Great,Unknown,Great,Needs crate training,Med-High,,No new vet records,"Flea - 1/21/2020
HW - 1/25/2020",2020-02-02 00:00:00,No,No,,2020-02-02 00:00:00,2020-02-05 00:00:00,Sunday?,,RETURN,January,2020,F/2YO/55lbs/SpanielLabMiz,Adult,2020.0,,,,,Animal Mgmt,Dog,,,,,,,,,
Allen,FLRN-MD-19-1571,"Aggression, unprovoked bite of human and attacked puppy","1/31 - Survey Sent
2/2 - Medical records received, draft packet submitted for review
2/3 - Packet Submitted
RETURN SCHEDULED - 2/9","OK with resident dog, can be reactive with new dogs.  Attacked a puppy.",Unknown,OK with resident kids,Good,High,,UTD,2020-02-01 00:00:00,2020-01-31 00:00:00,No,No,,2020-01-31 00:00:00,2020-02-02 00:00:00,By 2/9 at latest,,RETURN,January,2020,M/2YO/45lbs/PointerMix,Adult,2020.0,,,,,Dog Behavior / Integration,Dog,,,,,,,,,
