DOG NAME,LINK,SEX,AGE,WEIGHT,BREED MIXES,COLOR,DOGS IN HOME,CATS,KIDS,MEDICAL NOTES,KIDS2,month,year,Column3,Column4,Column5,Column6,Column7,STATUS,BEHAVIORAL NOTES,BS/W,FOSTER HOME,HW,FT,C,ALTERED,Column1,Dog Name,Column2,ID,TRANSPORT DATE,Date of Birth,Adopted On,MIX,AGE MEASURE,SECONDARY BREED,SPAYED/NEUTERED
Ally (3 shots not 10 days past),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16074983&key=Mqr6gy1W,Female,3 months,14.5 lbs,Terrier,Brindle,YES,NO,CAUTION,,,Dec,2020,,,,,,AVAILABLE,Older puppy screen; NO cats; Caution on kids,,Returned for being too high energy and not doing well with the resident cat; from returning adopter - loves other dog but very large ones make her nervous; can be jumping and nippy with kids; sleeps overnight in the crate but not during the day; ,2020-11-16 00:00:00,2020-11-16 00:00:00,,"9/22/20
R: ",Altered,,,PRCO-FD-20-2720,,2020-07-07,2020-12-22,,,,
Jasmine,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16338941&key=Mqr6gy1W,Female,8 months,35.00lbs,Hound,Black & Tan,REQUIRED,NO,NO,,,Dec,2020,,,,,,COMPLETED,Walks alone not enough (needs running or playtime); 2nd dog required; no kids under 12 due to shyness; No cats,,Does well with the resident dog but barks at the resident cat so must be kept separate; reluctant to get into the crate but settls after a few minutes; shy on the leash and cautious; ,2020-12-08 00:00:00,2020-12-12 00:00:00,,2020-12-12 00:00:00,Altered,,,FRKN-FD-20-3387,,2020-04-11,2020-12-22,,,,
Sydney,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16354656&key=Mqr6gy1W,Female,8 months,70.00lbs,Saint Bernard,,YES,,,,,Dec,2020,,,,,,M&G APPROVED,Walks alone not enough (need running or playtime); ,,,2020-12-14 00:00:00,2020-12-14 00:00:00,,2020-12-19 00:00:00,Altered,,,FRKN-FD-20-3429,,2020-04-16,,,,,
Destiny,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16351353&key=Mqr6gy1W,Female,1 years,29.20lbs,Shepherd,Black & Tan,YES,,,,,Dec,2020,,,,,,COMPLETED,New this week,,,,,,2020-12-22 00:00:00,Altered,,,PRCO-FD-20-3444,,2019-07-02,2020-12-22,,,,
Princess,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16351284&key=Mqr6gy1W,Female,2 years,43.00lbs,Labrador Retriever / Shepherd Mix,Tan & White,YES,,,Ehrlichia positive test 8/31/20 -- treated for a month with doxycycline and prednisone,,Dec,2020,,,,,,ADOPTED (TRIAL),New this week,,,,,,2020-12-22 00:00:00,Altered,,,PRCO-FD-20-3446,,2018-12-01,2020-12-22,,,,
Willamina,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16318891&key=Mqr6gy1W,Female,2 years,57.00lbs,Weimeraner,Gray,YES,NO,LIVES WITH,,,Dec,2020,,,,,,COMPLETED,Walks alone not enough (needs running or playtime); no cats,,"LIves with kids ages 3 (twins), 8, & 10; loves the resident dog (obsessed with the resident dog in fact); doesn't sleep in the crate but is house trained; still getting used to the leash, loves people",2020-11-28 00:00:00,2020-11-28 00:00:00,,2020-12-12 00:00:00,Altered,,,HERT-FD-20-3354,,2018-12-08,2020-12-26,,,,
Clara (2 shots),,Female,9-10 weeks,10.00lbs,Shepherd,Black,Yes,,,S/N: 4/15/2021,,Dec,2020,,,,,,COMPLETED,New this week; puppy screen,,,,,,,,,,FLRN-FD-20-3484,,2020-10-21,2021-01-31,,,,
Jessie,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16372311&key=Mqr6gy1W,Female,2-3 years,56.00lbs,Labrador Retriever,Golden,Yes,,,,,Dec,2020,,,,,,COMPLETED,New this week; commitment to socialization required,,,,,,,,,,FLRN-FD-20-3453,,2018-12-23,2020-12-26,,,,
Princess (2 shots) ,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16372348&key=Mqr6gy1W,Female,4 months,15.00lbs,Wire Haired Terrier,Tan,Yes,,,S/N: 2/21/21,,Dec,2020,,,,,,COMPLETED,New this week; puppy screen,,,,,,,,,,FLRN-FD-20-3455,,2020-08-24,2020-12-26,,,,
Raleigh (2 shots),,Female,8 weeks,6-7.00lbs,Labrador Retriever,Tan,Yes,,,S/N: 4/21/2021,,Dec,2020,,,,,,COMPLETED,New this week; puppy screen,,,,,,,,,,FLRN-FD-20-3473,,2020-10-29,2020-12-26,,,,
Rebecca (2 shots),,Female,8 weeks,6-7.00lbs,Labrador Retriever,Black,Yes,,,S/N: 4/21/2021,,Dec,2020,,,,,,COMPLETED,New this week; puppy screen,,,,,,,,,,FLRN-FD-20-3474,,2020-10-29,2020-12-26,,,,
Rona (2 shots),,Female,8 weeks,6-7.00lbs,Labrador Retriever,Brown,Yes,,,S/N: 4/21/2021,,Dec,2020,,,,,,COMPLETED,New this week; puppy screen,,,,,,,,,,FLRN-FD-20-3478,,2020-10-29,2020-12-26,,,,
Rosa (2 shots),,Female,8 weeks,6-7.00lbs,Labrador Retriever,Cream,Yes,,,S/N: 4/21/2021,,Dec,2020,,,,,,COMPLETED,New this week; puppy screen,,,,,,,,,,FLRN-FD-20-3480,,2020-10-29,2020-12-26,,,,
Journey,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16354663&key=Mqr6gy1W,Female,1.5 years,51.00lbs,Lab Retriever,,YES,,LIVES WITH,"lymes pos, doxy started 12-07.  ",,Dec,2020,,,,,,M&G APPROVED,Walks alone not enough (need running or playtime); Lives with kids; ,,Lives with kids (one 11 yr old); and LOVES the kid; tries to intiate play with the resident dog as well - struglges to settle in the crate but eventually does; needs leash training ,2020-12-17 00:00:00,2020-12-17 00:00:00,,2020-12-19 00:00:00,Altered,,,FRKN-FD-20-3426,,2019-06-16,2020-12-27,,,,
Daisy,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16348583&key=Mqr6gy1W,Female,21 months,45.00lbs,Labrador Retriever,Black,YES,,,Dual eye entroipian surgery will be done week of trans[ort,,Dec,2020,,,,,,COMPLETED,Walks alone not enough (need running or playtime); ,,,2020-12-18 00:00:00,2020-12-18 00:00:00,,2020-12-18 00:00:00,Altered,,,MAWF-FD-20-3342,,2019-03-15,2020-12-27,,,,
Maxie,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16008641&key=Mqr6gy1W,Female,2 years,50.00lbs,Pointer / Retriever Mix,Black & White,SELECTIVE / CAUTION,,,,,Dec,2020,,,,,,COMPLETED,Walks alone not enough (needs running or playtime); bully warning; only dog in the home - caution on meets on leash/at dog park; caution on apartments in the city ,WARNING,"Could not integrate with the first foster's dog, but could do pack walks; anxious in second foster due to loud city noise and lack of exercise (first foster had a fence); was also mouthy in the second foster, but could have been to lack of running/playtime",2020-11-30 00:00:00,2020-11-30 00:00:00,c,2020-11-30 00:00:00,Altered,,,HRNL-FD-20-2564,,2018-09-01,2021-11-07,,,,
Zena,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16355488&key=Mqr6gy1W,Female,3.5 years,30.00lbs,Australian Shepherd,,YES,NO,NO,,,Dec,2020,,,,,,COMPLETED,Walks alone not enough (need running or playtime); no kids under 12 due to nipping; no cats,,Has some anxiety around being left alone but does well with the resident dog,2020-12-10 00:00:00,2020-12-10 00:00:00,,2020-12-19 00:00:00,Altered,,,FRKN-FD-20-3430,,2017-06-16,2020-12-30,,,,
Christian (2 shots),,Female,9-10 weeks,10.00lbs,Shepherd,Black,YES,,,S/N: 4/15/2021,,Dec,2020,,,,,,COMPLETED,Puppy screen,,,2020-12-17 00:00:00,2020-12-26 00:00:00,,2020-12-26 00:00:00,Unaltered,,,FLRN-FD-20-3483,,2020-10-21,2020-12-31,,,,
Kylie,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16300842&key=Mqr6gy1W,Female,1 years,27.00lbs,Labrador Retreiver,Black,REQUIRED,,NO,,,Dec,2020,,,,,,COMPLETED,Walks alone not enough (needs running or playtime); 2nd dog required; no kids under 12 due to shyness,,"100% a second dog required - does perfect in the home with another dog, but without it she's scared; still struggles with leash walking but slowly getting better; loves the dog park, hates the crate and cries but doesn't bark",2020-12-01 00:00:00,2020-12-12 00:00:00,,2020-12-12 00:00:00,Altered,,,FLRN-FD-20-3373,,2019-12-03,2020-12-31,,,,
,,Male,8 weeks,6.00lbs,Shepherd,Brindle,YES,,,S/N: 3/1/21,,Nov,2020,,,,,,COMPLETED,Puppy screen,,,TY,2020-10-24 00:00:00,,Altered,,Albert (2 shots),,FLRN-MD-20-3006,,2020-08-29,2020-11-01,,,,
,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16008861&key=Mqr6gy1W,Female,8 years,80.00lbs,Retriever,Yellow,YES,,,Pos for erhlichia 9/22 -- treated with doxycycline for 28 days ,,Nov,2020,,,,,,COMPLETED,Older dog - daily running/playtime not necessarily needed; ,,Struggles to walk / go on long walks becaues of joint stiffness -- doing max 15 min; can't run so doesn't do the dog park; met one dog on leash and was at first reactive - barking only - to the odg; they didn't do an official meet but she stopped barking after they did a slow walk separated ,2020-08-30 00:00:00,2020-08-30 00:00:00,c,Altered,,Cydney,,HRNL-FD-20-2555,,2012-09-01,2020-11-01,,,,
,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16168728&key=Mqr6gy1W,Female,3 years,50.00lbs,Shepherd,Black & Tan,YES,,LIVES WITH,On meds for URI; Anaplasmosis positive,,Nov,2020,,,,,,COMPLETED,Walks alone not enough (need running or playtime); German shepherd screen; Lives with kids,GSD,Very wobbly in the home; lives with three very dog-savvy kids (all under the age of 5); doing well with resident dog even though she doesn't feel good; ,2020-10-13 00:00:00,2020-10-01 00:00:00,,Altered,,Gabby,,LACS-FD-20-2983,,2017-04-01,2020-12-01,,,,
,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16168452&key=Mqr6gy1W,Female,1 years,46.00lbs,Australian Cattle Dog / Blue Heeler Mix,Brown & White,YES,,,,,Nov,2020,,,,,,COMPLETED,Walks alone not enough (need running or playtime); ,,Terrified and wouldn’t walk at transport but was PUMPED to see other dogs and did more walking when there was a dog around (albeit slow and cautious). The foster doesn’t have another dog but is going to do the dog park a few times to see fi that helps anything (with leash on). Will get videos -- might need a second dog,2020-10-06 00:00:00,2020-10-25 00:00:00,,Altered,,Jen,,LACS-FD-20-2990,,2019-10-01,2020-11-18,,,,
,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15986736&key=Mqr6gy1W,Female,1 year,45.00lbs,Shepherd,Tan,REQUIRED,Lives With ,NO,,,Nov,2020,,,,,,COMPLETED,Walks alone not enough (needs running or playtime); Second dog required; no kids under 12 due to shyness,,"Lives with another dog and starting to open up more; lives with cats and is interested but backs off when the cat says no / hisses; runs and hides whenever she's scared or nervous; incredibly nervous / anxious even with another dog so needs a lot of patience from an adopter; 

Update 9/8: now barking at the cat so might be a caution on active cats",2020-08-15 00:00:00,2020-08-29 00:00:00,c,Altered,,Juniper,,FLRN-FD-20-2512,,2019-08-23,2020-11-01,,,,
,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16028375&key=Mqr6gy1W,Female,8 months,25.00lbs,Pointer,Black & White,YES,,,,,Nov,2020,,,,,,COMPLETED,Walks alone not enough (Needs running or playtime),,"Does great in the crate; first foster was nervous about dog parks just in general and also because Katherina barked at a dog during a playdate so she was worried about the Dog Park (AR will update when the second foster has her); Does well on leash, but can get a little scared; 

Boarding Update: 'puppy who hasn't learned great boundaries yet'; played well with a high-energy 4 month old, but when the puppy got tired, Katherina continue to instigate play. She didn't understand the puppy was worn out which with some dogs could escalate to something bigger; needs an owner that is patient and dedicated to helping her work through this; VERY mouth; lots of play necessary ",2020-09-10 00:00:00,2020-09-12 00:00:00,c,Altered,,Katherina,,FLRN-FD-20-2625,,2020-01-08,2020-11-01,,,,
,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16104220&key=Mqr6gy1W,Male,5 years,35.00lbs,Shepherd,Black & Tan,REQUIRED,,NO,HW not yet treated - to be treated in DC; also on cephalexin; has a mass that needs to be removed;,,Nov,2020,,,,,,COMPLETED,Walks alone not enough (needs running or playtime); HW not yet treated; 2nd dog required; no kids under 12 due to shyness,,,2020-10-21 00:00:00,2020-10-21 00:00:00,c,Altered,,Palmer (HW),,LACS-MD-20-2791,,2015-10-01,2020-11-01,,,,
,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16168464&key=Mqr6gy1W,Male,1 years,23.00lbs,Labrador Retriever,Yellow,YES,,,,,Nov,2020,,,,,,VMG APPROVED,Walks alone not enough (need running or playtime); ,,Does great at the dog park - solo and with other dogs; whines anytime he is alone - caution on apartments; ,2020-10-16 00:00:00,2020-10-02 00:00:00,,Altered,,Jeremiah,,LACS-MD-20-2991,,2019-10-01,2020-11-03,,,,
,-,Male,DOB - 9/4/20,-,Labrador Retriever,-,YES,,,2021-03-04 00:00:00,,Nov,2020,,,,,,AVAILABLE,puppy screen,,,TY,TY,,Unaltered,,Clyde (2 shots) ,,LACS-MD-20-2807,,2020-09-04,2020-11-02,,,,
,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16166394&key=Mqr6gy1W,Male,2 years,55.00lbs,Lab,Black,YES,,,,,Nov,2020,,,,,,COMPLETED,Walks alone not enough (need running or playtime); ,,,2020-10-08 00:00:00,2020-10-25 00:00:00,,Altered,,Odin,,FLRN-MD-20-2958,,2018-10-15,2020-11-03,,,,
,-,Male,DOB - 9/4/20,-,Labrador Retriever,-,YES,,,2021-03-04 00:00:00,,Nov,2020,,,,,,AVAILABLE,puppy screen,,,TY,TY,,Unaltered,,Casper (2 shots),,LACS-MD-20-2808,,2020-09-04,2020-11-03,,,,
,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16200333&key=Mqr6gy1W,Female,11 months,33.00lbs,Labrador Retriever / Terrier Mix,Brown & White,YES,,,Having some skin irritation / red and splotchy or bald spots ,,Nov,2020,,,,,,M&G APPROVED,Walks alone not enough (needs running or playtime; bully screen,SCREEN,,2020-10-26 00:00:00,10/26 (Bravecto - DUE 1/26),,Altered,,Nutella,,FRKN-FD-20-3045,,2019-12-01,2020-11-05,,,,
,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16181167&key=Mqr6gy1W,Female,8 months,25.00lbs,Mountain Cur,Brindle,YES,,,,,Nov,2020,,,,,,VMG APPROVED,Walks alone not enough (needs running or playtime,,,2020-10-15 00:00:00,2020-10-15 00:00:00,,Altered,,Kate,,TLHS-FD-20-3015,,2020-02-01,,,,,
,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16181182&key=Mqr6gy1W,Female,8 months,33.00lbs,Cattle Dog,Tan & White,YES,,,,,Nov,2020,,,,,,VMG APPROVED,Walks alone not enough (needs running or playtime,,"Has not been to the dog park yet, but will update once they have been (a/o 11/2); cries in the crate / when foster leaves him; ",2020-10-15 00:00:00,2020-10-15 00:00:00,,Altered,,Leonardo,,TLHS-FD-20-3017,,,,,,,
,,Female,6.5 years,27.00lbs,Lhasa Apso,White,YES,,,,,Nov,2020,,,,,,VMG APPROVED,Walks alone not enough (needs running or playtime,,,2020-10-15 00:00:00,2020-10-15 00:00:00,,Altered,,Josa,,FRKN-FD-20-3043,,2014-04-01,,,,,
,,Female,7 weeks,10.00lbs,Labrador,Brown,YES,,,S/N: 3/7/21,,Nov,2020,,,,,,VMG APPROVED,Puppy Screen,,,TY,2020-11-01 00:00:00,,Unaltered,,Double (2 shots),,FLRN-FD-20-3040,,2020-09-14,2020-11-05,,,,
,,Male,3.5 months,17.00lbs,Catahoula Leopard Dog / Retriever Mix,Brown (chocolate),YES,,,,,Nov,2020,,,,,,VMG APPROVED,Puppy Screen,,,2020-10-30 00:00:00,10/13 NG,,Altered,,Little Don (2 shots),,TLHS-MD-20-3020,,2020-07-10,2020-11-06,,,,
,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16198737&key=Mqr6gy1W,Female,11 months,40.00lbs,Hound / Beagle Mix,Tri-Color,YES,,,,,Nov,2020,,,,,,VMG APPROVED,Walks alone not enough (needs running or playtime; commitment to socilization; caution on apartments due to breed,,great on walks and does well with resident dog; doesn't understand boundaries with food and will gtry to put her face in the resident dog's bowl -- foster and dog correction will typically make her back off; does well in the crate for the most part (but will whine if she didn't decide to go int),2020-10-28 00:00:00,2020-10-28 00:00:00,,Altered,,Maeve,,FRKN-FD-20-3044,,2019-12-01,2020-11-06,,,,
,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16105472&key=Mqr6gy1W,Male,4 years,23.00lbs,Labrador Retriever,Brindle,REQUIRED,,NO,"Lyme positive, ehrlichia positive, anaplasmosis positive - on Doxy & CBD oil",,Nov,2020,,,,,,M&G APPROVED,Walks alone not enough (needs running or playtime); 2nd dog required; no kids under 12 due to shyness; flight risk,,"Nervous still (even with a second dog in the home) to have people pick him up / touch him, but he's slowly learning; definitely thriving better with another dog in the home to show him the ropes and now walks well on leash and comes out of the crate freely. ",2020-09-28 00:00:00,2020-09-08 00:00:00,c,Altered,,Pinto,,LACS-MD-20-2792,,2016-10-01,2020-11-07,,,,
,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16177713&key=Mqr6gy1W,Male,1.5 years,65.00lbs,Mountain Curr,White with brown,YES,,,Lyme & Ehrlichia positive,,Nov,2020,,,,,,M&G APPROVED,Walks alone not enough (need running or playtime); ,,,2020-10-12 00:00:00,2020-10-12 00:00:00,,Altered,,Sebastian,,FRKN-MD-20-2976,,2019-04-01,2020-11-07,,,,
,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16198739&key=Mqr6gy1W,Male,11 months,55.00lbs,Hound / Beagle Mix,Tri-Color,YES,Lived with,,,,Nov,2020,,,,,,VMG APPROVED,Walks alone not enough (needs running or playtime; commitment to socilization; caution on apartments due to breed; lived with,,Great with dogs and humans; but big and doens't know his size; listens to boundaries from humans and dogs fairly well ,2020-10-28 00:00:00,2020-10-28 00:00:00,,Altered,,Spence,,FRKN-MD-20-3046,,2019-12-01,2020-11-06,,,,
,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16167995&key=Mqr6gy1W,Female,4-5 years,55.00lbs,Pit Bull,Brown & white,YES,,,,,Nov,2020,,,,,,AVAILABLE,Walks alone not enough (need running or playtime); bully screen,SCREEN,doing great in the home; very cuddly and good in the crate and on leash,2020-10-07 00:00:00,2020-10-25 00:00:00,,Altered,,Konnie,,FLRN-FD-20-2956,,2015-10-20,2020-11-07,,,,
,,Male,3 months,12.90lbs,Shepherd,Brown (chocolate),,,,,,Nov,2020,,,,,,ADOPTED,,,,,,,,,Luck (3 shots not 10 days past),,PRCO-MD-20-3063,,2020-07-14,2020-11-15,,,,
,,Female,3 months,7.12lbs,Shepherd / Dachshund Mix,Brown (chocolate),,,,,,Nov,2020,,,,,,ADOPTED,,,,,,,,,Luli  (3 shots not 10 days past),,PRCO-FD-20-3064,,2020-07-14,2020-11-05,,,,
,,Female,3 months,6.00lbs,Shepherd / Dachshund Mix,Brown (chocolate),,,,,,Nov,2020,,,,,,ADOPTED,,,,,,,,,Loli  (3 shots not 10 days past),,PRCO-FD-20-3065,,2020-07-14,2020-11-05,,,,
,,Male,2 years,30.00lbs,Shepherd,Tan & White,,,,,,Nov,2020,,,,,,ADOPTED (TRIAL),,,,,,,,,Momo,,PRCO-MD-20-3066,,2018-09-12,2020-11-04,,,,
,,Male,10 months,40.00lbs,Labrador Retriever,Tan & White,Yes,,,Recovering from cracked pelvis (hit by car),,Nov,2020,,,,,,ADOPTED (TRIAL),New this week,,,,,,,,Benny,,FLRN-MD-20-3076,,2019-12-15,2020-11-07,,,,
,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16199612&key=Mqr6gy1W,Male,4 years,65.00lbs,Labrador Retriever,Golden,Yes,,,,,Nov,2020,,,,,,ADOPTED (TRIAL),New this week,,,,,,,,Buster,,FLRN-MD-20-3080,,2016-10-15,2020-11-07,,,,
,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16219718&key=Mqr6gy1W,Female,2 years,33.00lbs,Labrador Retriever,Black & white,Yes,NO,,HW treated 10/20,,Nov,2020,,,,,,ADOPTED (TRIAL),New this week; no cats,,,,,,,,Cleopatra (HW),,FLRN-FD-20-3093,,2019-05-01,2020-11-07,,,,
,,Male,4 months,12.00lbs,Retriever / Chow Chow Mix,Black,Yes,,,S/N: 1/1/21,,Nov,2020,,,,,,ADOPTED,New this week; puppy screen,,,,,,,,Cragen (2 shots),,FLRN-MD-20-3082,,2020-06-01,2020-11-07,,,,
,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16199625&key=Mqr6gy1W,Male,8 months,35.00lbs,Shepherd,Fawn,Yes,,,,,Nov,2020,,,,,,ADOPTED (TRIAL),New this week,,,,,,,,Finn,,FLRN-MD-20-3083,,2020-02-21,2020-11-07,,,,
,,Male,5 years,8.00lbs,Chihuahua,Black & Tan,Yes,,NO,,,Nov,2020,,,,,,ADOPTED (TRIAL),New this week; no kids under 12 due to breed,,,,,,,,Mario,,FLRN-MD-20-3086,,2015-10-15,2020-11-07,,,,
,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16029439&key=Mqr6gy1W,Male,4 years,55.00lbs,Labrador Retriever / Mastiff Mix,Black,Yes,,,HW treated 9/8; being treated for demodex,,Nov,2020,,,,,,ADOPTED (TRIAL),New this week; bully screen,SCREEN,,,,,,,Moses (HW),,FLRN-MD-20-3088,,2016-09-03,2020-11-07,,,,
,,Female,4 months,18.00lbs,Terrier,Fawn & White,Yes,,,S/N: 1/1/21,,Nov,2020,,,,,,ADOPTED,New this week; puppy screen,,,,,,,,Penelope (2 shots),,FLRN-FD-20-3089,,2020-05-06,2020-11-07,,,,
,,Female,11 months,45.00lbs,Shepherd,Tri-color,Yes,,,,,Nov,2020,,,,,,ADOPTED (TRIAL),New this week,,,,,,,,Perry,,FLRN-FD-20-3090,,2019-11-29,2020-11-07,,,,
