DOG NAME,LINK,SEX,AGE,WEIGHT,BREED MIXES,COLOR,DOGS IN HOME,CATS,KIDS,MEDICAL NOTES,month,year,ID,STATUS,BEHAVIORAL NOTES,BS/W,FOSTER HOME,TRANSPORT DATE,ALTERED,HW,FT,C,Date of Birth,Adopted On,MIX,AGE MEASURE,SECONDARY BREED,SPAYED/NEUTERED
Rocco,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16450588&key=Mqr6gy1W,Male,5 years,62.00lbs,Shepherd,Tan & Black,YES,NO,,,Jan,2020,FRKN-MD-21-0162,COMPLETED,Walks alone not enough (needs running or playtime);  no cats or chickens,,,Altered,,1/19/2021 0:00,1/23/2021 0:00,1/23/2021 0:00,1/21/2016,1/30/2021,,,,
Rockwell,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16441955&key=Mqr6gy1W,Male,1-2 years,70.00lbs,Retriever,Yellow,YES,,,,Jan,2020,FLRN-MD-21-0136,COMPLETED,Walks alone not enough (needs running or playtime); ,,Very strong - need leash training,Altered,,1/19/2021 0:00,1/24/2021 0:00,1/23/2021 0:00,1/19/2020,1/31/2021,,,,
Roxanne,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16432809&key=Mqr6gy1W,Female,2.5 years,40.00lbs,Labrador Retriever / Hound Mix,Tan,YES,Caution,YES per the shelter,,Jan,2020,FRKN-FD-21-0111,COMPLETED,Walks alone not enough (needs running or playtime);  no apartments or townhouses due to separation anxiety; good with cats and kids per the shelter ,,"Changed to Caution on cagts because foster update sauys ""very interested in the foster's cat"" and wants to chase and the foster is working on smaller introductions so they both have space and Roxanne isn't hyper focused. Well behaved in the crate and doing well without any seeming separation anxiety, but it's only been a few days (written 1/19/21) ",Altered,,1/11/2021 0:00,1/16/2021 0:00,1/16/2021 0:00,8/14/2018,2/13/2021,,,,
Tina,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15962319&key=Mqr6gy1W,Female,8 months,40.00lbs,Dalmation / Terrier Mix,Black & White,NO,,,,Jan,2020,NPHT–FD-20-2432,COMPLETED,Walks alone not enough (needs running or playtime); No other dogs in the home due to anxiety - can do dog parks and daycare ,,,,,,,,,,,,,
Tomlinson (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16279065&key=Mqr6gy1W,Male,5-6 years,45.00lbs,Australian Shepherd,White,YES,,,HW treated 11/30; Being treated for eye infection with Terramycin (1/14-present),Jan,2020,FLRN-MD-20-3295,COMPLETED,Walks alone not enough (Needs running or playtime); HW Treated,,"Returned for being too high energy and anxious for the adopter; Doing great in the foster home - definietly 'has some energy in him' and would love the dog park when he's through rest from HW; loves his humans in the home and being with them; lived with multiple humans in his first home which we think gave lots of mental stimulation and opportunity for interaction. 

Updated - 1/12/2021 - He gets very excited until you approach dogs and then he's nice and calm and curious while they sniff each other; lives in a home with three adults; struggling with the crate but Ashley is working with the foster on it; ",Altered,,11/15/2021 0:00,12/12/2021 0:00,12/12/2020 0:00,11/23/2015,1/30/2021,,,,
Vincent,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16441959&key=Mqr6gy1W,Male,2 years,50.00lbs,Labrador Retriever,Black,YES,,,,Jan,2020,FLRN-MD-21-0139,COMPLETED,Walks alone not enough (needs running or playtime); ,,,Altered,,1/19/2021 0:00,1/23/2021 0:00,1/23/2021 0:00,1/18/2019,1/30/2021,,,,
Ziggy,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16150190&key=Mqr6gy1W,Female,10 months,30.00lbs,Terrier,Tan & white,YES,,CAUTION,,Jan,2020,FLRN-FD-20-2916,COMPLETED,Walks alone not enough (needs running or playtime); High energy - daily dog park required (living at daycare currently and runs around non-stop); Caution on kids under 12 due to mouthiness ,,"Was bounced around from foster to foster due to mouthiness which stems from a combination of boredom and not knowing how to react to excitment (going on a walk, playing, etc.); Most fosters had to take her to the dog park daily or twice daily, depending on how long the trip was or walk; been living at daycare and is doing great but does play a lot; hurt her leg at one point and had to be on crate rest and did okay so should be okay with crate training but isn't getting traditional foster crate training ",Altered,,10/15/2020 0:00,10/17/2020 0:00,10/17/2020 0:00,12/15/2019,1/30/2021,,,,
Casey,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16464789&key=Mqr6gy1W,Female,6 years,21.00lbs,Terrier,,YES,Passed Shelter Cat test,,,Jan,2020,FLRN-FD-21-0180,COMPLETED,New this week; passed shelter cat test,,,,,,,,1/27/2015,1/30/2021,,,,
Stan (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16421221&key=Mqr6gy1W,Male,1-2 years,29.00lbs,Retriever,Golden,YES,,,HW treated 1/18; on prednisone,Jan,2020,FLRN-MD-21-0189,COMPLETED,New this week,,,,,,,,1/11/2019,1/30/2021,,,,
Vina (2 shots),,Female,6-7 weeks,6.20lbs,Shepherd,Brindle,YES,,,,Jan,2020,FLRN-FD-21-0233,COMPLETED,,,,,,,,,12/16/2020,1/31/2021,,,,
Bonnie (1 shot),,Female,9 weeks,11.00lbs,Labrador Retriever / Shepherd Mix,Tricolor,Yes,,,S/N: 5/25/2021,Jan,2020,OTHR-FD-21-0226,COMPLETED,New this week; puppy screen,,,,,,,,11/29/2020,1/30/2021,,,,
Scarlett O'Hara (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16277445&key=Mqr6gy1W,Female,2 years,40.00lbs,German Shepherd,Black,YES,,,"HW treated 12/22; Front leg will likely be amputated; needs to gain weight

CRITICAL CARE CASE",Jan,2020,FLRN-FD-21-0186,COMPLETED,New this week,,,,,,,,,,,,,
Bonjour ,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16245189&key=Mqr6gy1W,Male,8 months,31.00lbs,Shepherd,Black & Tan,YES,,,,Dec,2021,LACS-MD-20-3170,COMPLETED,Walks alone not enough (needs running or playtime); ,,Doing well with dogs and kids in the home; skittish on walks but gaining more confidence slowly; enjoys the crate; ,,11/17/2020 0:00,11/17/2020 0:00,11/17/2020 0:00,,3/12/2020,12/1/2020,,,,
Skipper,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16166118&key=Mqr6gy1W,Male,5-6 months,20.00lbs,Spaniel,Black,YES,,,,Dec,2021,FLRN-MD-20-2960,COMPLETED,Older puppy screen,,,,Altered,10/15/2020 0:00,10/25/2020 0:00,,5/15/2020,12/1/2020,,,,
Tobie,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16277622&key=Mqr6gy1W,Male,1 years,51.00lbs,Shepherd,Yellow,YES,,,,Dec,2021,FLRN-MD-20-3246,COMPLETED,Walks alone not enough (Needs running or playtime),,,,11/28/2020 0:00,11/15/2020 0:00,11/28/2020 0:00,,11/23/2019,12/1/2020,,,,
Emerson (1 shot),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16268015&key=Mqr6gy1W,Female,8 weeks,7.00-10.00lbs,Labrador,Black & White,YES,,,S/N: 4/21/2021,Dec,2021,FRKN-FD-20-3221,VMG APPROVED,Puppy screen,,,,11/21/2020 0:00,11/18/2020 0:00,11/18/2020 0:00,,9/27/2020,11/30/2020,,,,
Lady (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16166387&key=Mqr6gy1W,Female,2-3 years,45.00lbs,Shepherd,Brindle,YES,,,HW not yet treated,Dec,2021,FLRN-FD-20-3130,VMG APPROVED,Walks alone not enough (needs running or playtime); ,,Super sweet and cuddle bug in the house; one exercise restriction currently but settles in the house/crate easily ,,11/13/2020 0:00,11/13/2020 0:00,11/13/2020 0:00,,10/15/2017,12/2/2020,,,,
Darly,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16262749&key=Mqr6gy1W,Female,10 months,48.00lbs,English Pointer,White & Tan,YES,,,"ehrlichia pos, doxy started; had embedded collar",Dec,2021,FRKN-FD-20-3216,VMG APPROVED,Walks alone not enough (needs running or playtime);,,Moved from her first foster for 'attacking' the resident small dog; we couldn't glean more information from the foster beyond that verbiage so not sure what happened; currently doing okay in foster but they did mention she needed some guidance around boundaries with other dogs at the dog park and struggled with on leash meets; foster has been working through it but sounds like a commitment to socialization is important,,11/21/2020 0:00,11/9/2020 0:00,11/21/2020 0:00,,1/18/2020,12/4/2020,,,,
Lou,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16258232&key=Mqr6gy1W,Male,10 months,20.00lbs,Feist,Brown & White,YES,,,,Dec,2021,FLRN-MD-20-3238,M&G APPROVED,Walks alone not enough (Needs running or playtime),,,,11/28/2020 0:00,11/15/2020 0:00,11/28/2020 0:00,,1/17/2020,12/5/2020,,,,
Bates,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16244108&key=Mqr6gy1W,Male,5 years,60.00lbs,Labrador Retriever,Black,YES,,,,Dec,2021,LACS-MD-20-3169,VMG APPROVED,Walks alone not enough (needs running or playtime);  HIGH energy; ,,"First foster moved due to energy and possibly resource guarding; Second foster has a naturally high energy exercise plan even without dog parks; 
No resource guarding has been seen in the second home",,11/17/2020 0:00,11/10/2020 0:00,11/20/2020 0:00,,11/12/2015,12/5/2020,,,,
Scarlett ,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16245577&key=Mqr6gy1W,Female,8 months,27.00lbs,Plott Hound,Brindle,YES,,,"S/N: 1/6/21
parvo survivor",Dec,2021,SAPA-FD-20-3195,M&G APPROVED,Walks alone not enough (needs running or playtime); Bully screen,Screen,Doesn't understand dog boundaries yet -- needs socialization; great in the house/on walks,,11/17/2020 0:00,10/28/2020 0:00,10.28.20,,3/13/2020,12/5/2020,,,,
Frozen,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15754448&key=Mqr6gy1W,Female,4 years,40.00lbs,Pitbull,White,CAUTION,,,,Dec,2021,PRCO-FD-20-1777,M&G APPROVED,Walks alone not enough (Needs running or playtime); Bully screen; No dog parks; caution on dogs due to undersocialization,SCREEN,Responds to Nena; has not gone to dog parks yet (a/o 6/22) butbarks as dogs go by at a picnic; does great in the crate; does great with leash walking - wants to smell everything; only barks on leash when she spots a dog smaller than her; update (6/30) - showing more signs of leash reactivity and had a faile dog intro; working with the foster on next steps to help work through the behavior and get more details,,6/19/2020 0:00,10/24/2020 0:00,10/24/2020 0:00,C,6/1/2016,12/4/2020,,,,
Gus,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16294225&key=Mqr6gy1W,Male,11 months,78.00lbs,Mastiff / Lab Mix,Fawn,Yes,,,,Dec,2021,MAWF-MD-20-1316,ADOPTED (TRIAL),New this week,,,,,,,,1/15/2020,12/4/2020,,,,
Loretta,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16284288&key=Mqr6gy1W,Female,2 years,55.00lbs,Hound,Tri-color,Yes,,,,Dec,2021,MAWF-FD-20-1317,ADOPTED (TRIAL),New this week,,,,,,,,11/26/2018,12/4/2020,,,,
Alley,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16259182&key=Mqr6gy1W,Female,1 years,40.00lbs,Labrador Retriever,Black & White,YES,,,Cut/rubbed paws (foster is using Musher's to help) ,Dec,2021,FLRN-FD-20-3232,VMG APPROVED,Walks alone not enough (Needs running or playtime),,,,11/28/2020 0:00,11/15/2020 0:00,11/28/2020 0:00,,11/16/2019,12/6/2020,,,,
Penguin (2 shots),,Male,3 months,12.60lbs,Shepherd,Brown (chocolate),YES,,,S/N: 2/12/2021,Dec,2021,LACS-MD-20-3187,VMG APPROVED,Puppy screen,,,,11/17/2020 0:00,11/10/2020 0:00,11/17/2020 0:00,,8/13/2020,12/6/2020,,,,
Blue,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16203594&key=Mqr6gy1W,Male,9 months,40.00lbs,Labrador Retriever,Black,RECOMMENDED,,CAUTION,,Dec,2021,FLRN-MD-20-3077,VMG APPROVED,Walks alone not enough (needs running or playtime); second dog recommended; not suited for the city; caution on children under 12 due to shyness; ,,"Returned for not suited for city, very anxious (honestly might be better as 2nd dog), a lot of energy but panicked all the time ",,"11/7/2020
R: 11/18/2020",,,,2/3/2020,12/7/2020,,,,
Matilda (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16166338&key=Mqr6gy1W,Female,3 years,40.00lbs,Shepherd,Black & Tan,YES,,,HW treated 11/9,Dec,2021,FLRN-FD-20-3240,M&G APPROVED,Walks alone not enough (Needs running or playtime); heartworm treated,,,,11/28/2020 0:00,11/1/2020 0:00,11/28/2020 0:00,,10/15/2017,12/6/2020,,,,
Cora,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16244359&key=Mqr6gy1W,Female,4 years,40.00lbs,Australian Cattle Dog / Blue Heeler Mix,Black & White,REQUIRED,,NO,,Dec,2021,LACS-FD-20-3174,M&G APPROVED,Walks alone not enough (needs running or playtime); Second dog required; no kids under 12 due to shyness; guarding tendencies towards dogs (food/bed),,Was originiall listed as 'shy but just needs socialization' from the shelter but placed with another dog to be careful; needs other dog in the home to go on walks (will walk a little but not nearly as far without the resident dog and is very shy on walks withouth the resident dog); Foster is working on this but for now should have another dog in the home; Foster noted guarding tendecies towards dogs around her food and dog bed -- ashley is getting more info / working through it; they're not crate training as required so starting on that immediately (11/2020),,11/17/2020 0:00,10/24/2020 0:00,11/17/2020 0:00,,11/12/2016,12/6/2020,,,,
Maisey (1 shot),,Female,9 weeks,8.00lbs,Labrador,Black,YES,,,S/N: 4/21/2021,Dec,2021,FLRN-FD-20-3282,VMG APPROVED,Puppy Screen,,,,11/28/2020 0:00,11/18/2020 0:00,11/18/2020 0:00,,,,,,,
Emery (1 shot),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16268017&key=Mqr6gy1W,Female,8 weeks,7.00-10.00lbs,Labrador,Black & White,YES,,,S/N: 4/21/2021,Dec,2021,FRKN-FD-20-3222,VMG APPROVED,Puppy screen,,,,11/21/2020 0:00,11/18/2020 0:00,11/18/2020 0:00,,9/27/2020,12/7/2020,,,,
Luna,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16245241&key=Mqr6gy1W,Female,1 years,34.80lbs,Boxer,Red,YES,,,,Dec,2021,LACS-FD-20-3179,VMG APPROVED,Walks alone not enough (needs running or playtime);  bully screen,SCREEN,,,11/17/2020 0:00,11/6/2020 0:00,10/21/2020 0:00,,11/13/2019,12/7/2020,,,,
Parsnip (2 shots),,Female,3 months,12.00 lbs,Shepherd,Brown (chocolate),YES,,,S/N: 2/12/2021,Dec,2021,LACS-FD-20-3183,VMG APPROVED,Puppy screen,,,,11/17/2020 0:00,11/10/2020 0:00,11/17/2020 0:00,,8/13/2020,12/4/2020,,,,
Lillith,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16168450&key=Mqr6gy1W,Female,2 years,50.00lbs,Shepherd,Black & Tan,YES,,,,Dec,2021,LACS-FD-20-2993,ADOPTION APPROVED,Walks alone not enough (need running or playtime); ,,Returned for separation anxiety & pulls the kids down (while walking her ) ,,10/24/2020 0:00,10/14/2020 0:00,10/7/2020 0:00,,10/1/2018,12/8/2020,,,,
Mr. South,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16296485&key=Mqr6gy1W,Male,3-4 years,57.00lbs,Aussie,Tri-Color ,YES,,,,Dec,2021,MAWF-MD-20-1318,VMG APPROVED,Walks alone not enough (needs running or playtime); ,,Doesn't know how to play with resident dog but wants to; went to the dog park and did amazing - loved the humans as much as the dogs; 'Mr. South has one goal in life - to be friends with everyone he meets',,10/23/2020 0:00,,,,,,,,,
Best (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16078807&key=Mqr6gy1W,Female,2 years,50.00lbs,Boxer,Brown & White,REQUIRED,,NO,HW treated 9/21; underbite,Dec,2021,FLRN-FD-20-2837,ADOPTION APPROVED,Walks alone not enough (needs running or playtime); HW Treated; Bully screen; 2nd dog required; no kids under 12 due to stranger danger ,SCREEN,"LOVES the crate; understand some commands like sit, stop and go; learning leash commands; Foster email said: ""She loves her humans but needs guidance with new people'; reactive to meeting new humans (snapped at multiple family members of first foster); moved to a new foster with a second dog and doing better -- ""doing great. She meets people and dogs well and has learned to play with select dogs.""

Update 12/2020 -- from foster: ""Best is like a new dog. For the first day, she would snap at me and other dogs, whoever tried to get near her. She was just scared. Now, she's totally fine with meeting people and playing with dogs. She loves running and is very affectionate. It would still be nice for her to go to her a home with a second dog, but I don't think it's a must. She and my other dog don't really interact anyway. I think it's probable that she will revert to her scared self when she moves to her adopted home for the first day or so....The new owners just need to have patience and give her her space.
",,10/10/2020 0:00,9/15/2020 0:00,10/10/2020 0:00,c,9/20/2018,12/9/2020,,,,
Frankie,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16259181&key=Mqr6gy1W,Male,1 years,49.00lbs,Shepherd,Brindle,YES,,,,Dec,2021,FLRN-MD-20-3236,VMG APPROVED,Walks alone not enough (Needs running or playtime),,slightly shy at the dog park; played a little but primarily hung with the foster; slept in the crate no problem; walks up to people on walks wanting pets; afraid of the elevator but foster is working through it; ,,11/28/2020 0:00,11/15/2020 0:00,11/28/2020 0:00,,11/1/2019,12/9/2020,,,,
Rocko,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16150004&key=Mqr6gy1W,Female,3 years,55.00lbs,Lab,White & black,YES,,,,Dec,2021,FLRN-FD-20-2910,VMG APPROVED,Walks alone not enough (needs running or playtime); bully warning; High energy,WARNING,"Boarding Updates: 
UPDATE 1 (11/1): Rocko is doing okay, her arousal level is very high though. At times it can be a little too much for the other dogs, so we are giving her lots of breaks. She does better in smaller playgroups, like five dogs max, that can keep up with her. So, we will continue to monitor her and let you know if anything changes!

UPDATE 2 (11/4): Rocko has been doing better and can handle being out with more dogs. She still does need breaks, but that’s about it. 

Update (11/18): Attacked a do ",,10/17/2020 0:00,11/25/2020 0:00,11/25/2020 0:00,,10/15/2017,12/11/2020,,,,
Marley (1 shot),,Male,9 weeks,8.00lbs,Labrador,Black & White,YES,,,S/N: 4/21/2021,Dec,2021,FLRN-MD-20-3281,VMG APPROVED,Puppy Screen,,,,11/28/2020 0:00,11/18/2020 0:00,11/18/2020 0:00,,,,,,,
Lia,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16245243&key=Mqr6gy1W,Female,10 months,42.20lbs,Shepherd,Black & Tan,REQUIRED,,CAUTION,,Dec,2021,LACS-FD-20-3178,ADOPTION APPROVED,Walks alone not enough (needs running or playtime); Second dog required; caution on kids under 12 due to shyness,,,,11/17/2020 0:00,11/7/2020 0:00,11/17/2020 0:00,,1/13/2020,12/12/2020,,,,
Elmer,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15278890&key=Mqr6gy1W,Male,1 year,43.00lbs,Labrador Retriever,Yellow,REQUIRED,,No,,Dec,2021,FLRN-MD-20-0018,M&G APPROVED,Walks alone not enough (Needs running or playtime); 2nd dog required; no kids under 12 due to shyness,,"Rehomed because he's very shy and ""Thinks he would do better in home w/out men, outside of city, and with another dog""",,"1/11/2020
Rehome 11/2020",10/28/2020 0:00,10/28/2020 0:00,,10/16/2019,2/6/2020,,,,
Ellaoise (pregnant),,Female,3 years,54.00lbs,Golden Retriever,Golden,YES,,,**SPAY DATE TBD**,Dec,2021,LACS-FD-20-2981,AVAILABLE,Walks alone not enough (need running or playtime); Pregnant upon arrival; ,,,,10/24/2020 0:00,10/14/2020 0:00,10/7/2020 0:00,,10/1/2017,12/13/2020,,,,
Champ,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16308920&key=Mqr6gy1W,Male,2 years,71.00lbs,Dutch Shepherd / Labrador Retriever Mix,Brown (chocolate),Yes,,,,Dec,2021,LACS-MD-20-3305,ADOPTED (TRIAL),New this week,,,,,,,,12/5/2018,12/12/2020,,,,
Charming,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16308883&key=Mqr6gy1W,Male,2 years,14.00lbs,Chihuahua,Yellow,Yes,,NO,,Dec,2021,LACS-MD-20-3306,ADOPTED (TRIAL),New this week; no kids under 12 due to breed,,,,,,,,12/5/2018,12/11/2020,,,,
Dempsey,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16308900&key=Mqr6gy1W,Male,1 years,9.60lbs,Chihuahua,Brown (chocolate),Yes,,NO,,Dec,2021,LACS-MD-20-3308,ADOPTED (TRIAL),New this week; no kids under 12 due to breed,,,,,,,,6/5/2019,12/11/2020,,,,
